Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Break_Out_Category,Break_Out,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,CategoryId,TopicId,IndicatorID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,49,,,43.1,54.9,C2,T11,NH403,BOC04,RAC01,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,36.8,,,32,41.8,C2,T11,NH403,BOC04,RAC02,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T11,NH403,BOC04,RAC03,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,32.9,,,27.6,38.7,C2,T11,NH403,BOC04,RAC04,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,40.7,,,31.9,50.1,C2,T11,NH403,BOC04,RAC07,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,69.3,,,61.6,76.1,C2,T11,NH403,BOC03,AGE02,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,54.2,,,49.3,59,C2,T11,NH403,BOC03,AGE04,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,24.9,,,21.7,28.3,C2,T11,NH403,BOC03,AGE05,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,13.6,,,9.7,18.9,C2,T11,NH403,BOC03,AGE06,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,28,,,23.9,32.4,C2,T11,NH403,BOC03,AGE07,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,13,,,8.8,18.8,C2,T11,NH403,BOC03,AGE08,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,29.5,,,26,33.2,C2,T11,NH403,BOC02,GEN01,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,45,,,40.9,49.2,C2,T11,NH403,BOC02,GEN02,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,37.3,,,34.1,40.6,C2,T11,NH403,BOC01,OVR01,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,39.4,,,34.3,44.8,C2,T11,NH403,BOC04,RAC01,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,30.1,,,23.7,37.4,C2,T11,NH403,BOC04,RAC02,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T11,NH403,BOC04,RAC03,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,30.6,,,28.2,33,C2,T11,NH403,BOC04,RAC04,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,38.3,,,27.3,50.8,C2,T11,NH403,BOC04,RAC07,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,71.5,,,62.2,79.3,C2,T11,NH403,BOC03,AGE02,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,57.6,,,53.6,61.4,C2,T11,NH403,BOC03,AGE04,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,29.2,,,26.3,32.3,C2,T11,NH403,BOC03,AGE05,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,17.5,,,15.3,20.1,C2,T11,NH403,BOC03,AGE06,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,31.3,,,29.2,33.5,C2,T11,NH403,BOC03,AGE07,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,17.1,,,13.4,21.7,C2,T11,NH403,BOC03,AGE08,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,32.8,,,29.5,36.2,C2,T11,NH403,BOC02,GEN01,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,50,,,47.4,52.6,C2,T11,NH403,BOC02,GEN02,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,41.6,,,39.1,44.2,C2,T11,NH403,BOC01,OVR01,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,45.4,,,42.5,48.3,C2,T11,NH403,BOC04,RAC01,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,32.8,,,29.3,36.5,C2,T11,NH403,BOC04,RAC02,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T11,NH403,BOC04,RAC03,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,31,,,27,35.3,C2,T11,NH403,BOC04,RAC04,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,39.6,,,29.9,50.2,C2,T11,NH403,BOC04,RAC07,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,73.7,,,65.6,80.5,C2,T11,NH403,BOC03,AGE02,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,55.7,,,51.6,59.8,C2,T11,NH403,BOC03,AGE04,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,30.5,,,26.1,35.3,C2,T11,NH403,BOC03,AGE05,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,14.8,,,11.1,19.6,C2,T11,NH403,BOC03,AGE06,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,31.6,,,28.6,34.7,C2,T11,NH403,BOC03,AGE07,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,13.9,,,10,19,C2,T11,NH403,BOC03,AGE08,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,35,,,31.3,38.8,C2,T11,NH403,BOC02,GEN01,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,47.8,,,45.1,50.5,C2,T11,NH403,BOC02,GEN02,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,41.4,,,38.8,44,C2,T11,NH403,BOC01,OVR01,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,45.1,,,42,48.2,C2,T11,NH403,BOC04,RAC01,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,31.2,,,26.9,35.8,C2,T11,NH403,BOC04,RAC02,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,40,,,34,46.4,C2,T11,NH403,BOC04,RAC03,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,32.8,,,28.2,37.7,C2,T11,NH403,BOC04,RAC04,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,38.3,,,33.7,43.1,C2,T11,NH403,BOC04,RAC07,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,73,,,63,81.1,C2,T11,NH403,BOC03,AGE02,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,58.5,,,54.3,62.6,C2,T11,NH403,BOC03,AGE04,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,31.9,,,28,36.2,C2,T11,NH403,BOC03,AGE05,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,23.7,,,18.5,29.7,C2,T11,NH403,BOC03,AGE06,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,34.9,,,31.3,38.8,C2,T11,NH403,BOC03,AGE07,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,19.8,,,15,25.6,C2,T11,NH403,BOC03,AGE08,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,38.8,,,33.1,44.8,C2,T11,NH403,BOC02,GEN01,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,49.8,,,47.3,52.4,C2,T11,NH403,BOC02,GEN02,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,44.3,,,41,47.7,C2,T11,NH403,BOC01,OVR01,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,47.9,,,43.6,52.1,C2,T11,NH403,BOC04,RAC01,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,36.3,,,32.8,39.9,C2,T11,NH403,BOC04,RAC02,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,38.6,,,33.9,43.6,C2,T11,NH403,BOC04,RAC03,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,31.5,,,27.4,35.9,C2,T11,NH403,BOC04,RAC04,00,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and serum fasting glucose level among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,38.7,,,33,44.6,C2,T11,NH403,BOC04,RAC07,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,89,,,84,92.6,C2,T12,NH501,BOC03,AGE02,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,82.1,,,78.9,84.9,C2,T12,NH501,BOC03,AGE04,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,72.3,,,67.6,76.6,C2,T12,NH501,BOC03,AGE05,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,61.5,,,56.4,66.2,C2,T12,NH501,BOC03,AGE06,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,72.1,,,69.1,74.9,C2,T12,NH501,BOC03,AGE07,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,57.6,,,52.3,62.7,C2,T12,NH501,BOC03,AGE08,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,79,,,75.9,81.9,C2,T12,NH501,BOC02,GEN01,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,72.2,,,69.2,75,C2,T12,NH501,BOC02,GEN02,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,75.6,,,73.2,77.8,C2,T12,NH501,BOC01,OVR01,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,76.5,,,73.7,79.2,C2,T12,NH501,BOC04,RAC01,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,77.6,,,72.7,81.9,C2,T12,NH501,BOC04,RAC02,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T12,NH501,BOC04,RAC03,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,78.5,,,72.1,83.8,C2,T12,NH501,BOC04,RAC04,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,58.6,,,51,65.7,C2,T12,NH501,BOC04,RAC07,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,83.8,,,78.3,88.1,C2,T12,NH501,BOC03,AGE02,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,80.4,,,76.8,83.6,C2,T12,NH501,BOC03,AGE04,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,68.7,,,65.7,71.5,C2,T12,NH501,BOC03,AGE05,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,62.2,,,57.5,66.7,C2,T12,NH501,BOC03,AGE06,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,69.6,,,66.6,72.4,C2,T12,NH501,BOC03,AGE07,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,59.1,,,52.3,65.5,C2,T12,NH501,BOC03,AGE08,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,68.6,,,65.3,71.7,C2,T12,NH501,BOC02,GEN02,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,73.2,,,70.7,75.6,C2,T12,NH501,BOC01,OVR01,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,73.5,,,70.3,76.4,C2,T12,NH501,BOC04,RAC01,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,76,,,71.4,80,C2,T12,NH501,BOC04,RAC02,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T12,NH501,BOC04,RAC03,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,76.9,,,70.9,82,C2,T12,NH501,BOC04,RAC04,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,57.6,,,47.8,66.8,C2,T12,NH501,BOC04,RAC07,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,81.4,,,73.3,87.5,C2,T12,NH501,BOC03,AGE02,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,81.6,,,77.1,85.4,C2,T12,NH501,BOC03,AGE04,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,68.3,,,64.9,71.5,C2,T12,NH501,BOC03,AGE05,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,61.3,,,58.3,64.3,C2,T12,NH501,BOC03,AGE06,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,70.1,,,67.6,72.5,C2,T12,NH501,BOC03,AGE07,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,60,,,55.3,64.5,C2,T12,NH501,BOC03,AGE08,00,
